0,title,url,stage,date,start_time,end_time
1646,LOUISE HART,https://www.louise-hart.com,CROONER'S CORNER,25/06/2023,13:45,14:30
1647,LOVE COME DOWN,https://www.lovecomedown.co.uk/,VILLAGE INN,24/06/2023,23:45,02:00
1648,LOVEJOY,https://www.lvjyonline.com/,BBC MUSIC INTRODUCING,25/06/2023,18:00,18:30
1649,LOYLE CARNER,https://loylecarner.com/,WEST HOLTS STAGE,24/06/2023,22:15,23:45
1650,LTJ BUKEM,https://ra.co/dj/ltjbukem,IICON,24/06/2023,01:15,02:45
1651,LUCI:D,https://spokenlabel.bandcamp.com/album/luci-d-spoken-label-june-2020,THE LIZARD STAGE,23/06/2023,15:00,15:30
1652,"LUCKY HOUSE TAKEOVER FT ASHER SIMMONS, DASH VILLZ, FRILLA + GUESTS",,NOMAD,25/06/2023,22:00,00:00
1653,LUKE KEMP,http://catastrophic climate scenarios,SPEAKERS FORUM,23/06/2023,14:00,15:00
1654,LUKE LOVEMONEY,,THE SALON CAROUSEL,23/06/2023,22:00,23:00
1655,LUKE SOLOMON & ROB MELLO,"http://lukesolomon.com/
 https://ra.co/dj/robmello",NYC DOWNLOW,23/06/2023,22:00,23:25
1656,LUKE UNA,https://www.instagram.com/lukeunabomber/?hl=en,SAN REMO,24/06/2023,17:00,19:00
1657,LUKE UNA,,STONEBRIDGE BAR,25/06/2023,13:00,15:00
1658,LUKE WELSH B2B MIKE MORRISEY,https://soundcloud.com/libero_records,FLYING BUS,25/06/2023,22:00,23:00
1659,LUKE WRIGHT,https://www.lukewright.co.uk/,CABARET,25/06/2023,16:30,17:00
1660,LUKE WRIGHT,https://www.lukewright.co.uk/,POETRY&WORDS,24/06/2023,16:19,16:49
1661,LYDIA MAY,https://www.canva.com/design/dafdtk2l9bg/mi6bxeslwrd2imdzfczaia/view?utm_content=dafdtk2l9bg&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton&fbclid=iwar0faq3iz8clnwkr-ekqvhbqbq0-t-vfoqz-6ryz68hea4ird10fpfzii08,MANDALA STAGE,23/06/2023,20:00,21:00
1662,LYLLA,https://www.instagram.com/lylla.collins/,PLATFORM 23,23/06/2023,21:00,23:00
1663,LYRIX ORGANIX HOUSE PARTY; HOSTED BY NATTY SPEAKS & KIMMY BEATBOX,https://www.instagram.com/lyrixorganix/,THE RUM SHACK,22/06/2023,20:00,20:15
1664,LYZA,https://www.instagram.com/lyza.jane_/,STRUMMERVILLE,22/06/2023,17:45,18:00
1665,M3GAN 15,https://www.imdb.com/title/tt8760708/,PILTON PALAIS CINEMA,23/06/2023,17:00,18:41
1666,MACLO,https://www.facebook.com/deejaymaclo,THE MEAT RACK,23/06/2023,00:00,01:30
1667,MAD MIRAN B2B IDENTIFIED PATIENT,,THE WOW,24/06/2023,23:00,01:00
1668,MADAME ELECTRIFIE (BLENDID TAKEOVER),https://www.madameelectrifie.com/,CORNISH ARMS,24/06/2023,21:00,23:00
1669,MADAME ELECTRIFIE,https://www.madameelectrifie.com/,TRUTH STAGE,23/06/2023,04:45,05:15
1670,MADAME ELECTRIFIE,https://www.madameelectrifie.com/,TRUTH STAGE,23/06/2023,03:30,04:00
1671,MADAME ELECTRIFIE,https://www.madameelectrifie.com/,TRUTH STAGE,23/06/2023,02:15,02:45
1672,MADAME ELECTRIFIE,https://www.madameelectrifie.com/,TRUTH STAGE,23/06/2023,23:45,00:15
1673,MAE STEPHENS,,THE LONELY HEARTS CLUB,25/06/2023,13:00,14:00
1674,MAGGIE ROGERS,https://www.maggierogers.com/,OTHER STAGE,24/06/2023,17:15,18:15
1675,MAGPIE'S FORTUNE,,BELLA'S FIELD,22/06/2023,12:00,18:00
1676,MAGPIE'S FORTUNE,,BELLA'S FIELD,23/06/2023,12:00,18:00
1677,MAGPIE'S FORTUNE,,BELLA'S FIELD,24/06/2023,12:00,18:00
1678,MAGPIES FORTUNE,,BELLA'S FIELD,25/06/2023,12:00,18:00
1679,MAHA QUEST,https://open.spotify.com/artist/6d2lviehw3vmuitlymglen,THE BUG,25/06/2023,19:00,20:15
1680,MAHALIA,https://www.mahaliamusic.co.uk/,WEST HOLTS STAGE,24/06/2023,20:30,21:30
1681,MAIRI,,AVALON'S CAFÉ STAGE,24/06/2023,12:20,12:50
1682,MAIRI,,AVALON'S CAFÉ STAGE,25/06/2023,14:50,15:20
1683,MAISIE ADAM,https://www.jonnyawsum.com/,CABARET,23/06/2023,19:50,20:20
1684,MAISIE ADAM,https://www.jonnyawsum.com/,CABARET,25/06/2023,14:20,14:50
1685,MAISIE PETERS,https://www.maisiepeters.co.uk/,STRUMMERVILLE,24/06/2023,18:00,18:40
1686,MAISIE PETERS,https://www.maisiepeters.co.uk/,PYRAMID STAGE,23/06/2023,13:15,14:15
1687,"MAKING THE INVISIBLE VISIBLE: HOW THE MICRO SHAPES THE MACRO
JENG AU IS ARTIST-IN-RESIDENCE FOR THE DAY, PLUS CREATIVE WORKSHOPS AND DROP-IN ACTIVITIES HOSTED BY FIN JORDAO.",,GREENPEACE (BEAM),25/06/2023,12:00,19:00
1688,MAL WEBB & KYLIE MORRIGAN,https://www.facebook.com/malandky,TOAD HALL,22/06/2023,18:00,18:50
1689,MAL WEBB & KYLIE MORRIGAN,https://malwebb.com/malandky.html,THE LIZARD STAGE,21/06/2023,17:00,18:00
1690,MAL WEBB & KYLIE MORRIGAN,,AVALON'S CAFÉ STAGE,24/06/2023,10:45,11:30
1691,MALA,https://ra.co/dj/mala,IICON,24/06/2023,23:30,01:00
1692,MALIBU HOT FLUSH,https://malibuhotflush.bandcamp.com/track/too-much-radio-edit,THE RABBIT HOLE,24/06/2023,21:00,22:00
1693,MALIKA,https://www.instagram.com/strictlymalika/?hl=en,SAN REMO,23/06/2023,15:45,17:30
1694,MALWEBB & KYLIE MORRAGAN,,SMALL WORLD STAGE,22/06/2023,12:00,13:00
1695,MALWEBB & KYLIE MORRAGAN,,SMALL WORLD STAGE,24/06/2023,13:15,14:15
1696,MAMA MOONSHINE,https://mamamoonshine.bandcamp.com/album/mama-moonshine,THE LIZARD STAGE,22/06/2023,15:00,15:45
1697,MAMA TOKUS,https://www.mamatokus.com/,CROONER'S CORNER,22/06/2023,18:30,19:15
1698,MAMA TOKUS,https://www.mamatokus.com/,CROONER'S CORNER,22/06/2023,14:45,15:30
1699,MAMA TOKUS,https://www.mamatokus.com/,CROONER'S CORNER,23/06/2023,17:15,18:00
1700,MAMA TOKUS,https://www.mamatokus.com/,CROONER'S CORNER,23/06/2023,14:30,15:15
1701,MAMA TOKUS,https://www.mamatokus.com/,CROONER'S CORNER,24/06/2023,16:30,17:15
1702,MAMA TOKUS,https://www.mamatokus.com/,CROONER'S CORNER,24/06/2023,12:45,13:30
1703,MAN POWER,https://www.instagram.com/manpowermusic/?hl=en,SAN REMO,22/06/2023,15:00,16:30
1704,MAN POWER,https://soundcloud.com/manpower-1,THE RABBIT HOLE,21/06/2023,22:00,00:00
1705,MAN POWER,https://soundcloud.com/manpower-1,RABBIT HOLE'S FUNKINGHAM PALACE,23/06/2023,02:00,04:00
1706,MANAMI B2B DEMI RIQUÍSIMO,,THE LEVELS,23/06/2023,13:30,15:00
1707,MANDIDEXTROUS X BISH,http://mandidextrous (@mandidextrous_23) • instagram photos and videos      https://www.instagram.com/dj.bishh/,NOWHERE,25/06/2023,04:00,05:00
1708,MANGO JACKSON,,RIMSKI'S YARD,24/06/2023,21:00,TBA
1709,MANGO PARK (BAILE LDN),https://www.instagram.com/djmangopark/,BABYLON UPRISING,25/06/2023,18:00,19:00
1710,MANIC STREET PREACHERS,https://www.manicstreetpreachers.com/,OTHER STAGE,24/06/2023,18:45,19:45
1711,MANTRA B2B DOUBLE O (RUPTURE) W/ CHICKABOO,,THE FIRMLY ROOTED SOUNDSYSTEM,23/06/2023,18:00,19:00
1712,MANTRA OF THE COSMOS,https://www.instagram.com/mantraofthecosmos/,GLADE,25/06/2023,20:20,21:20
1713,MANTRA X TASHA,https://www.instagram.com/dj.mantra/        https://www.instagram.com/tasha_neighbourhood/,NOWHERE,22/06/2023,00:05,01:00
1714,MARCEL DETTMANN,https://ra.co/dj/marceldettmann,IICON,25/06/2023,21:15,22:45
1715,MARCEL LUCONT'S CABARET FANTASTIQUE,https://www.marcellucont.com,CABARET,24/06/2023,20:30,21:10
1716,MARCHING SKALETHONS,https://www.marchingskaletons.co.uk/,THE LIZARD STAGE,24/06/2023,23:00,00:00
1717,MARCUS DU SAUTOY,https://www.simonyi.ox.ac.uk/,THE ASTROLABE THEATRE,23/06/2023,12:00,12:50
1718,MARCUS DU SAUTOY,https://www.simonyi.ox.ac.uk/,THE ASTROLABE THEATRE,24/06/2023,12:00,12:50
1719,MARCUS DU SAUTOY,https://www.simonyi.ox.ac.uk/,THE ASTROLABE THEATRE,25/06/2023,12:00,12:50
1720,MARIO MORRIS MAGIC,http://www.mariomorris.co.uk/,THE GLEBE,22/06/2023,13:45,14:15
1721,MARIO MORRIS MAGIC,http://www.mariomorris.co.uk/,THE PAVEMENT,21/06/2023,17:45,18:15
1722,MARIO MORRIS MAGIC,,BELLA'S FIELD,22/06/2023,15:30,16:00
1723,MARIO MORRIS MAGIC,,BELLA'S FIELD,23/06/2023,14:30,15:00
1724,MARIO MORRIS MAGIC,,BELLA'S FIELD,24/06/2023,14:30,15:00
1725,MARIO MORRIS MAGIC,http://www.mariomorris.co.uk/,A LITTLE MORE SENSATION,23/06/2023,12:35,13:05
1726,MARIO MORRIS MAGIC,https://www.facebook.com/mariomorrisevents/,A LITTLE MORE SENSATION,24/06/2023,12:00,12:30
1727,MARK GALLIE,https://www.iamloud.co/,POETRY&WORDS,23/06/2023,16:38,17:03
1728,MARK OLVER (COMPERE),,CABARET,24/06/2023,22:30,02:00
1729,MARK OLVER (COMPERE),,CABARET,25/06/2023,14:15,17:30
1730,MARK SINCLAIR,http://djmarksinclair.com/,STRUMMERVILLE,25/06/2023,00:00,03:00
1731,MARK SINCLAIR,http://djmarksinclair.com/,GLADE,23/06/2023,13:00,14:10
1732,MARTIN STEPHENSON & THE DAINTEES,https://daintees.co.uk/home,ACOUSTIC STAGE,23/06/2023,14:00,14:40
1733,MARY BOURKE,https://twitter.com/marybourkecomic,CABARET,23/06/2023,19:15,19:45
1734,MARY BOURKE,https://twitter.com/marybourkecomic,CABARET,24/06/2023,18:20,18:50
1735,MARY HARP,https://www.instagram.com/queerky.sets/,THE SISTXRHOOD,23/06/2023,05:00,06:00
1736,"MAS QUE NADA TAKEOVER FEATURING:
- EIBHLIN
- HOLLIE PROFIT
- KYLE PARSLEY
- JAY U
- JUNIOR SIMBA
- MAS QUE NADA BROTHERS
- TOMMY TICKLE
- TIBASKO",https://www.masquenada.co.uk/,THE HIVE,25/06/2023,19:00,02:30
1737,MASH P,https://www.facebook.com/wayoutmash/,STRUMMERVILLE,22/06/2023,00:00,00:30
1738,MASTER MUSICIANS OF JOUJOUKA,http://www.joujouka.org/,THE RABBIT HOLE,23/06/2023,19:00,20:00
1739,MAT RICARDO,https://www.matricardo.com/,THE ASTROLABE THEATRE,25/06/2023,14:45,15:30
1740,MATT GINNO,https://www.mattginno.com,MANDALA STAGE,25/06/2023,17:00,18:00
1741,MATT MODE & GUESTS,,THE RABBIT HOLE,21/06/2023,15:00,18:00
1742,MATT OWEN & THE D.V.P (NOAH & THE WHALE),https://www.mattowensmusic.com/about,TOAD HALL,24/06/2023,18:30,19:15
1743,MATTER,,THE HIVE,24/06/2023,16:10,16:55
1744,MATTHEW ONE MAN,,SMALL WORLD STAGE,24/06/2023,19:15,20:15
1745,MATTHEW ONE MAN,,RIMSKI'S YARD,23/06/2023,01:30,TBA
1746,MAUVEY,https://www.mauvey.com,TOAD HALL,25/06/2023,11:50,00:30
1747,MAWAAN RIZWAN WITH MUSICIANS & DANCERS,,CABARET,23/06/2023,23:20,00:00
1748,MAWAAN RIZWAN WITH MUSICIANS & DANCERS,,CABARET,24/06/2023,21:30,22:10
1749,MAX COOPER,,THE LONELY HEARTS CLUB,24/06/2023,22:30,00:00
1750,MAX RICHTER,https://www.maxrichtermusic.com/,THE PARK STAGE,24/06/2023,11:10,12:10
1751,MAXOÙ,https://www.instagram.com/max0u___/,THE SISTXRHOOD,24/06/2023,04:00,06:00
1752,MAYITO RIVERA & THE SONS OF CUBA,http://mayitorivera.net,GLASTO LATINO,25/06/2023,11:30,01:00
1753,MAZAIKA,http://mazaika-music.com/,THE BANDSTAND,25/06/2023,13:15,13:45
1754,MAZE,https://ra.co/dj/maze-es,THE MEAT RACK,25/06/2023,02:15,03:30
1755,MEARE GENTLEMAN'S SPORTS & LEISURE,https://babylonuprising.com/,BABYLON UPRISING,22/06/2023,12:00,15:00
1756,MEDLAR B2B NOWT,https://soundcloud.com/medlar,VILLAGE INN,25/06/2023,23:30,02:00
1757,MEEKZ,,THE LONELY HEARTS CLUB,23/06/2023,20:30,21:00
1758,MEG WARD,https://www.instagram.com/meggyward,GLADE DOME,22/06/2023,23:10,00:25
1759,MEGA B2B ALL DJ’S,,NOWHERE,22/06/2023,19:00,20:00
1760,MEGA B2B ALL DJ’S,http://(@elizarosemuzik) • instagram photos and videos     https://www.instagram.com/jeanie_crystal/,NOWHERE,22/06/2023,18:30,19:00
1761,MEGAN LANGLOIS,https://www.youtube.com/watch?v=hfpioqmdwyq,MANDALA STAGE,23/06/2023,15:00,16:00
1762,MELANIE C,https://melaniec.net,AVALON STAGE,24/06/2023,21:35,22:35
1763,MELLA DEE B2B TAI LOKUN,,THE LEVELS,25/06/2023,14:30,16:30
1764,MELLA DEE,,STONEBRIDGE BAR,24/06/2023,22:00,23:00
1765,MELLA DEE,https://www.instagram.com/melladee_/,GLADE DOME,22/06/2023,01:40,02:55
1766,MELLOMATIC,https://www.mellowmaticmusic.com/,THE WEST HOLTS BAR,23/06/2023,20:00,20:30
1767,MELLOMATIC,https://www.mellowmaticmusic.com/,THE WEST HOLTS BAR,23/06/2023,18:30,19:00
1768,MELLOWMATIC,https://www.mellowmaticmusic.com/,THE HIVE,24/06/2023,14:00,15:00
1769,MELLOWMATIC,https://www.mellowmaticmusic.com/about,THE BANDSTAND,23/06/2023,00:00,01:00
1770,MELLOWMATIC,https://www.mellowmaticmusic.com/,THE GATEWAY,22/06/2023,14:35,15:20
1771,MELLOWMATIC,https://www.mellowmaticmusic.com/,SENSATION SEEKERS STAGE,25/06/2023,17:45,18:30
1772,MELLOWMATIC,https://www.mellowmaticmusic.com/,BIMBLE INN,24/06/2023,18:30,19:30
1773,MELLOWMATIC,https://www.mellowmaticmusic.com/,GLADE DOME,25/06/2023,13:15,14:20
1774,MEMORIES 'PODCAST' WITH KERRY GODLIMAN & JEN BRISTER,,CABARET,25/06/2023,13:00,13:50
1775,MENS CIRCLE WITH JULIAN VON DUEFFEL,https://www.wimhofmethod.com/instructors/julianvon-dueffel,HUMBLEWELL RETREAT YURT,23/06/2023,12:30,13:30
1776,MERCADONEGRO,https://www.mercadonegro.ch,GLASTO LATINO,23/06/2023,00:00,01:30
1777,MERCEDES BENSON,,THE RUM SHACK,23/06/2023,01:00,02:00
1778,MEREKI,https://www.merekimusic.com/,STRUMMERVILLE,22/06/2023,15:00,15:30
1779,MERRY GO ROUND,http://nil,CIRCUS FIELD,23/06/2023,12:00,17:00
1780,MERRY GO ROUND,http://nil,CIRCUS FIELD,24/06/2023,12:00,17:00
1781,MERRY GO ROUND,http://nil,CIRCUS FIELD,25/06/2023,12:00,17:00
1782,MERRY MCLOUD,https://suriyarecordings.bandcamp.com/album/the-false-bride,MANDALA STAGE,24/06/2023,21:00,22:00
1783,MERRY MCLOUD,https://suriyarecordings.bandcamp.com/album/the-false-bride,MANDALA STAGE,25/06/2023,16:00,17:00
1784,METAL PUNK TAKEOVER,,TRUTH STAGE,22/06/2023,TBA,
1785,MICA PARIS,https://www.micaparis.com,AVALON STAGE,25/06/2023,21:20,22:20
1786,MICHAEL BAKER,https://michaelbaker.komi.io/,THE HIVE,22/06/2023,18:00,18:45
1787,MICHAEL UPSON,https://ra.co/dj/michaelupson,THE MEAT RACK,22/06/2023,01:00,03:00
1788,MICHELE & ROMEO STODART (MAGIC NUMBERS & FRIENDS),https://www.facebook.com/themagicnumbers,TOAD HALL,25/06/2023,01:00,02:30
1789,MICHELE STODART,https://www.michelestodart.com,TOAD HALL,23/06/2023,18:15,19:00
1790,MIDLAND,https://ra.co/dj/midland,IICON,22/06/2023,20:00,21:15
1791,MIDLAND,https://ra.co/dj/midland,NYC DOWNLOW,23/06/2023,02:50,04:15
1792,MIDNIGHT PLAYGROUND,https://www.themidnightplayground.com/,CIRCUS FIELD,22/06/2023,23:00,01:00
1793,MIDNIGHT PLAYGROUND,https://www.themidnightplayground.com/,CIRCUS FIELD,23/06/2023,23:00,01:00
1794,MIDNIGHT PLAYGROUND,https://www.themidnightplayground.com/,CIRCUS FIELD,24/06/2023,23:00,01:00
1795,MIDNIGHT ZU,https://soundcloud.com/user-277509551,THE LIZARD STAGE,25/06/2023,23:00,00:00
1796,MIDNIGHT ZU,https://linktr.ee/themidnightzu,THE HIVE,24/06/2023,18:00,18:50
1797,MIGHTY J VS TILLY B,https://babylonuprising.com/,BABYLON UPRISING,23/06/2023,11:50,12:00
1798,MIGHTY J VS TILLY B,https://babylonuprising.com/,BABYLON UPRISING,24/06/2023,11:50,12:00
1799,MIGHTY J VS TILLY B,https://babylonuprising.com/,BABYLON UPRISING,25/06/2023,13:00,14:00
1800,MIK ARTISTIK'S EGO TRIP,https://www.mikartistik.com/live,THE RABBIT HOLE,24/06/2023,13:00,14:00
1801,MIK ARTISTIK,https://www.mikartistik.com/,THE ROCKET LOUNGE,22/06/2023,21:00,22:00
1802,MIKE FREEAR,"https://continentaldrifts.co.uk/artist/chris-tofu/
https://www.johnswale.com/",TRUTH STAGE,22/06/2023,00:45,01:15
1803,MIKE FREEAR AND REBECCA CROW PRESSENT TAPE DECK TAROT,"https://www.instagram.com/kingkatherine_/?hl=en
https://www.instagram.com/freear/?hl=en",TRUTH STAGE,23/06/2023,01:00,01:30
1804,MIKI BERENYI,https://twitter.com/berenyi_miki?lang=en,FREE UNIVERSITY OF GLASTONBURY,24/06/2023,14:00,15:00
1805,MILF FM TAKOVER,,BLIND TIGER,23/06/2023,20:00,22:00
1806,MILLIE MCKEE,https://www.instagram.com/millimckee/?hl=en,SAN REMO,25/06/2023,12:00,14:00
1807,MILLIE MCKEE,https://www.instagram.com/millimckee/,PLATFORM 23,25/06/2023,22:00,23:00
1808,MILLIE WATSON,https://milliewatsonepk.my.canva.site/,THE LIZARD STAGE,22/06/2023,16:15,17:00
1809,MILLIE WATSON,,RIMSKI'S YARD,25/06/2023,20:00,TBA
1810,MILLY ON AIR,"https://bandcamp.com/mlyc
 https://www.instagram.com/milly_on_air_/?hl=en",THE MEAT RACK,23/06/2023,03:00,04:30
1811,MILLY WATSON,,SMALL WORLD STAGE,25/06/2023,16:00,17:00
1812,MISTA TRICK COLLECTIVE,https://mistatrick.com/,GLADE,24/06/2023,20:15,21:15
1813,MITCHELL & VINCENT,,SMALL WORLD STAGE,25/06/2023,14:30,15:30
1814,MITZI,https://www.instagram.com/mitzi_sw/,BABYLON UPRISING,22/06/2023,02:00,02:45
1815,MIYAM JAPANESE JUGGLER,https://miyamu.jimdo.com/,THE GLEBE,23/06/2023,16:45,17:15
1816,MIYAM JAPANESE JUGGLER,https://miyamu.jimdo.com/,THE GLEBE,24/06/2023,16:10,16:40
1817,MIYAM JAPANESE JUGGLER,https://miyamu.jimdo.com/,THE GLEBE,25/06/2023,15:00,15:30
1818,MIYAM JAPANESE JUGGLER,https://miyamu.jimdo.com/,THE PAVEMENT,23/06/2023,14:20,14:50
1819,MIYAM JAPANESE JUGGLER,https://miyamu.jimdo.com/,THE PAVEMENT,24/06/2023,14:20,14:50
1820,MIYAM JAPANESE JUGGLER,https://miyamu.jimdo.com/,THE PAVEMENT,25/06/2023,12:35,13:05
1821,MK,https://www.instagram.com/marckinchen/,ARCADIA,24/06/2023,23:00,00:00
1822,"MOBO UNSUNG SHOWCASE: CRAE WOLF, DJ SAV SIMMS, MACE THE GREAT, SARAH IKUMU, ZITAH",,THE LONELY HEARTS CLUB,25/06/2023,12:00,13:00
1823,MODULAR ADVENTURES WITH KAFF BENDERS,https://www.instagram.com/joe_hot_chip/?hl=en,SAN REMO,23/06/2023,10:00,12:00
1824,MOLLIE RUSH,https://on.soundcloud.com/wbiya,THE SALON CAROUSEL,22/06/2023,02:00,03:00
1825,MOLLY SCOTT CATO,"http://people, energy & ownership",SPEAKERS FORUM,23/06/2023,10:00,11:00
1826,MOLLY WHITEHOUSE,https://www.instagram.com/mollywhitehouse/?hl=en,CIRCUS BIG TOP,22/06/2023,19:24,19:30
1827,MOLLY WHITEHOUSE,https://www.instagram.com/mollywhitehouse/?hl=en,CIRCUS BIG TOP,23/06/2023,16:12,16:18
1828,MOLLY WHITEHOUSE,https://www.instagram.com/mollywhitehouse/?hl=en,CIRCUS BIG TOP,23/06/2023,14:35,14:41
1829,MOLLY WHITEHOUSE,https://www.instagram.com/mollywhitehouse/?hl=en,CIRCUS BIG TOP,24/06/2023,19:56,20:02
1830,MOLLY WHITEHOUSE,https://www.instagram.com/mollywhitehouse/,CIRCUS BIG TOP,24/06/2023,16:37,16:43
1831,MOLLY WHITEHOUSE,https://www.instagram.com/mollywhitehouse/,CIRCUS BIG TOP,25/06/2023,16:04,16:10
1832,MONROLLER,https://instagram.com/monroller_uk_?igshid=ymmymta2m2y=,THE SALON CAROUSEL,25/06/2023,03:00,03:45
1833,MOOD II SWING,https://ra.co/dj/moodiiswing,NYC DOWNLOW,23/06/2023,01:00,02:45
1834,MOONLIGHT MALARKEY & FRIENDS,,SMALL WORLD STAGE,25/06/2023,01:15,02:30
1835,"MORE TIME RECORDS TAKEOVER: AHADADREAM B2B SAM INTERFACE B2B AÆE, FIYAHDRED, KASS KASS RIZER, SHANNEN SP",,THE FIRMLY ROOTED SOUNDSYSTEM,25/06/2023,12:00,18:00
1836,MORNING SIDE,,STONEBRIDGE BAR,24/06/2023,11:00,13:00
1837,MORNING SINGALONG,,GREENPEACE,24/06/2023,09:30,10:00
1838,MORNING TOURIST,https://linktr.ee/morningtourist,THE HIVE,25/06/2023,10:55,11:25
1839,MOSS KISSING,https://linktr.ee/moss_kissing,THE HIVE,22/06/2023,22:00,23:00
1840,MOTHER EARTH TBA,https://ra.co/dj/motherearth,FLYING BUS,24/06/2023,22:00,23:30
1841,MOTHER SKY,https://www.instagram.com/wearemothersky/,BBC MUSIC INTRODUCING,25/06/2023,13:00,13:30
1842,MOTHER SKY,,BIMBLE INN,22/06/2023,20:00,21:00
1843,MOTU,https://www.instagram.com/motu_sw/,BABYLON UPRISING,22/06/2023,01:00,02:00
1844,MOVE YOURSELF BY THE MEDIA WORKSHOP,https://www.themediaworkshop.co.uk/,GLEBELAND,21/06/2023,22:30,04:30
1845,MOVE YOURSELF BY THE MEDIA WORKSHOP,https://www.themediaworkshop.co.uk/,GLEBELAND,22/06/2023,22:30,04:30
1846,MOVE YOURSELF BY THE MEDIA WORKSHOP,https://www.themediaworkshop.co.uk/,GLEBELAND,23/06/2023,22:30,04:30
1847,MOVE YOURSELF BY THE MEDIA WORKSHOP,https://www.themediaworkshop.co.uk/,GLEBELAND,24/06/2023,22:30,04:30
1848,MOVE YOURSELF BY THE MEDIA WORKSHOP,https://www.themediaworkshop.co.uk/,GLEBELAND,25/06/2023,22:30,04:30
1849,"MOVIMIENTOS TAKEOVER: CAL JADER, BUSHBBY, IVICORE, PAPAOUL",https://www.instagram.com/movimientoslondon/,PLATFORM 23,22/06/2023,14:00,18:00
1850,MOXIE B2B LEON VYNEHALL,,THE WOW,24/06/2023,19:00,21:00
1851,MOXIE,https://ra.co/dj/moxie,NYC DOWNLOW,25/06/2023,23:15,00:25
1852,MR BANANA SHOW,https://www.ahumaproductions.com,THE GLEBE,25/06/2023,17:00,17:30
1853,MR BANANASHOW,https://www.ahumaproductions.com,OUTSIDE CIRCUS STAGE,23/06/2023,12:40,13:10
1854,MR BANANASHOW,https://www.ahumaproductions.com,OUTSIDE CIRCUS STAGE,24/06/2023,18:46,19:16
1855,MR BANANASHOW,https://www.ahumaproductions.com,OUTSIDE CIRCUS STAGE,25/06/2023,15:31,16:01
1856,MR BANANASHOW,https://www.ahumaproductions.com,THE GLEBE,23/06/2023,16:10,16:40
1857,MR BANANASHOW,https://www.ahumaproductions.com,THE GLEBE,24/06/2023,15:00,15:30
1858,MR BURN - RAMSHACKLICIOUS,http://www.ramshacklicious.com/,THE GLEBE,22/06/2023,21:15,21:45
1859,MR BURN - RAMSHACKLICIOUS,http://www.ramshacklicious.com/,THE GLEBE,23/06/2023,21:15,21:45
1860,MR BURN - RAMSHACKLICIOUS,http://www.ramshacklicious.com/,THE GLEBE,24/06/2023,21:15,21:45
1861,MR KEY,https://www.instagram.com/lukekeysmb/,STRUMMERVILLE,24/06/2023,17:15,17:45
1862,MR PEEWEE AND THE DRUMMING PUPPET,,BELLA'S FIELD,22/06/2023,15:00,15:30
1863,MR PEEWEE AND THE DRUMMING PUPPET,,BELLA'S FIELD,23/06/2023,12:15,12:45
1864,MR PEEWEE AND THE DRUMMING PUPPET,,BELLA'S FIELD,24/06/2023,12:15,12:45
1865,MR PEEWEE AND THE DRUMMING PUPPET,,BELLA'S FIELD,25/06/2023,16:00,16:30
1866,MR PEEWEE DRUMMING PUPPET,https://www.facebook.com/thedrummingpuppet/,CROONER'S CORNER,22/06/2023,12:15,12:45
1867,MR PEEWEE DRUMMING PUPPET,https://www.facebook.com/thedrummingpuppet/,CROONER'S CORNER,23/06/2023,13:45,14:15
1868,MR PEEWEE DRUMMING PUPPET,https://www.facebook.com/thedrummingpuppet/,CROONER'S CORNER,24/06/2023,13:45,14:15
1869,MR PEEWEE DRUMMING PUPPET,https://www.facebook.com/thedrummingpuppet/,CROONER'S CORNER,25/06/2023,12:00,12:30
1870,MR PEEWEE THE DRUMMING PUPPET,https://www.facebook.com/thedrummingpuppet/,THE PAVEMENT,21/06/2023,18:20,18:50
1871,MR PINKS,,GLADE DOME,23/06/2023,12:00,13:15
1872,MR REDLEY,https://www.instagram.com/mrredley/?hl=en,SAN REMO,22/06/2023,13:30,15:00
1873,MR REDLEY,https://ra.co/dj/mrredley,THE MEAT RACK,22/06/2023,21:30,23:00
1874,MR TOOLEY,,DELUXE DINER,23/06/2023,21:00,22:30
1875,MR TOOLEY,,DELUXE DINER,24/06/2023,21:00,22:30
1876,MUDD CLUB,https://www.themuddclubband.com/,THE LIZARD STAGE,23/06/2023,21:00,22:00
1877,"MULTIPLICITY OF NATURE: CULTIVATING JUSTICE, INTERSECTIONALITY, QUEER LIBERATION & RACIAL JUSTICE
A DAY OF CREATIVE WORKSHOPS, TALKS AND DROP-IN ACTTIVITIES HOSTED BY LION - LAND IN OUR NAMES.",,GREENPEACE (BEAM),24/06/2023,12:00,19:00
1878,MURRAY LACHLAN YOUNG,https://www.instagram.com/murrayly/,POETRY&WORDS,23/06/2023,17:34,18:07
1879,MUSIC OF PLANTS,https://www.facebook.com/pages/keryda/1581443128776181?fref=ts,TOAD HALL,25/06/2023,11:45,12:30
1880,MY NU LENG,http://my nu leng (@mynuleng) | instagram,NOWHERE,23/06/2023,16:00,17:00
1881,MY-R FT. KRAYZ-LEGZ,https://www.instagram.com/krayzlegz/,THE TEMPLE,22/06/2023,01:15,02:00
1882,MÅNESKIN,https://www.instagram.com/maneskinofficial/,WOODSIES,24/06/2023,19:30,20:30
1883,N'FAMADY KOUYATÉ,https://www.nfamady.com/,GREENPEACE,24/06/2023,12:30,13:15
1884,N'FAMADY KOUYATÉ,,CROISSANT NEUF,24/06/2023,23:30,00:30
